"gender","ethnicity","domain"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Woman","Black","Film"
"Man","White","Film"
"Man","Black","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","Black","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","Latinx","Film"
"Woman","Latinx","Film"
"Woman","Latinx","Film"
"Man","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","Black","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","Black","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","Not Listed","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","Asian","Film"
"Man","White","Film"
"Woman","White","Film"
"Woman","White","Film"
"Woman","White","Film"
"Woman","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","Asian","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Woman","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","Latinx","Film"
"Woman","Black","Film"
"Man","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","Black","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Woman","Latinx","Film"
"Man","Latinx","Film"
"Woman","Latinx","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","Latinx","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","Asian","Film"
"Woman","Black","Film"
"Woman","Black","Film"
"Man","Black","Film"
"Man","White","Film"
"Woman","Black","Film"
"Man","Black","Film"
"Woman","Black","Film"
"Woman","White","Film"
"Man","Black","Film"
"Man","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","Latinx","Film"
"Woman","Black","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","Black","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","Not Listed","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","Black","Film"
"Woman","Black","Film"
"Man","White","Film"
"Woman","Black","Film"
"Man","Black","Film"
"Man","Black","Film"
"Woman","Black","Film"
"Man","Black","Film"
"Woman","White","Film"
"Woman","Black","Film"
"Man","White","Film"
"Woman","White","Film"
"Man","Black","Film"
"Woman","White","Film"
"Man","Latinx","Film"
"Woman","White","Film"
"Man","Black","Film"
"Woman","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","Black","Film"
"Man","Latinx","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Woman","White","Film"
"Woman","White","Film"
"Woman","White","Film"
"Woman","White","Film"
"Woman","White","Film"
"Woman","White","Film"
"Woman","White","Film"
"Man","Black","Film"
"Woman","Black","Film"
"Man","White","Film"
"Man","Black","Film"
"Man","White","Film"
"Woman","Black","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Woman","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Woman","Black","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","Black","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","Black","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","Asian","Film"
"Woman","Asian","Film"
"Man","Asian","Film"
"Man","Asian","Film"
"Man","Asian","Film"
"Man","Asian","Film"
"Man","Asian","Film"
"Man","Asian","Film"
"Man","Asian","Film"
"Man","Asian","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","Asian","Film"
"Woman","White","Film"
"Woman","White","Film"
"Man","Asian","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","Black","Film"
"Man","Asian","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","Asian","Film"
"Man","Asian","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","Black","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","Black","Film"
"Man","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","Black","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Woman","White","Film"
"Woman","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Woman","White","Film"
"Man","Not Listed","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","Not Listed","Film"
"Man","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","Asian","Film"
"Man","Black","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Woman","White","Film"
"Woman","White","Film"
"Woman","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Woman","White","Film"
"Woman","Black","Film"
"Woman","White","Film"
"Woman","White","Film"
"Woman","White","Film"
"Woman","White","Film"
"Man","Asian","Film"
"Man","Asian","Film"
"Woman","Asian","Film"
"Man","Asian","Film"
"Man","Asian","Film"
"Man","Asian","Film"
"Woman","Asian","Film"
"Man","Asian","Film"
"Man","Asian","Film"
"Man","Asian","Film"
"Man","White","Film"
"Woman","White","Film"
"Woman","Latinx","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Film"
"Woman","Black","Film"
"Woman","Asian","Film"
"Woman","White","Film"
"Man","White","Film"
"Man","Latinx","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Man","White","Film"
"Woman","White","Music"
"Man","Black","Music"
"Man","White","Music"
"Man","White","Music"
"Woman","Black","Music"
"Man","Black","Music"
"Man","Black","Music"
"Man","Black","Music"
"Man","White","Music"
"Man","Black","Music"
"Man","Black","Music"
"Man","Black","Music"
"Man","Black","Music"
"Man","White","Music"
"Man","Black","Music"
"Man","White","Music"
"Man","Latinx","Music"
"Man","White","Music"
"AGNN","White","Music"
"Man","Black","Music"
"Woman","Latinx","Music"
"Man","Latinx","Music"
"Man","White","Music"
"Man","Black","Music"
"Man","White","Music"
"Man","White","Music"
"Woman","Black","Music"
"Man","White","Music"
"Woman","Latinx","Music"
"Woman","White","Music"
"Woman","White","Music"
"Woman","White","Music"
"Man","Black","Music"
"Man","White","Music"
"Man","White","Music"
"Woman","Black","Music"
"Man","Black","Music"
"Man","Black","Music"
"Man","White","Music"
"Man","Black","Music"
"Man","Black","Music"
"Woman","White","Music"
"Woman","White","Music"
"Man","White","Music"
"Man","White","Music"
"Man","Latinx","Music"
"Man","White","Music"
"Man","White","Music"
"Man","White","Music"
"Man","White","Music"
"Man","Black","Music"
"Woman","Black","Music"
"Man","White","Music"
"Woman","Black","Music"
"Man","White","Music"
"Man","White","Music"
"Man","Latinx","Music"
"Man","Black","Music"
"Man","White","Music"
"Man","Black","Music"
"Man","White","Music"
"Man","White","Music"
"Woman","White","Music"
"Man","White","Music"
"Woman","White","Music"
"Woman","White","Music"
"Man","White","Music"
"Woman","Black","Music"
"Man","White","Music"
"Man","White","Music"
"Man","White","Music"
"Man","Black","Music"
"Man","White","Music"
"Man","Latinx","Music"
"Man","Black","Music"
"Man","White","Music"
"Woman","White","Music"
"Man","White","Music"
"Man","Black","Music"
"Man","Black","Music"
"Woman","White","Music"
"Man","White","Music"
"Man","White","Music"
"Man","Black","Music"
"Man","White","Music"
"Woman","White","Music"
"Man","Black","Music"
"Man","Black","Music"
"Man","Black","Music"
"Woman","Asian","Music"
"Man","White","Music"
"Man","Black","Music"
"Man","White","Music"
"Man","White","Music"
"Man","White","Music"
"Man","Black","Music"
"Man","Black","Music"
"Man","Black","Music"
"Man","White","Music"
"Man","Black","Music"
"Man","White","Music"
"Man","White","Music"
"Man","Black","Music"
"Man","Black","Music"
"Man","White","Music"
"Man","White","Music"
"Man","White","Music"
"Man","White","Music"
"Man","White","Music"
"Man","Black","Music"
"Man","White","Music"
"Man","White","Music"
"Man","Black","Music"
"Man","Not Listed","Music"
"Man","Black","Music"
"Man","White","Music"
"Man","Black","Music"
"Man","White","Music"
"Man","White","Music"
"Man","White","Music"
"Man","White","Music"
"Man","Black","Music"
"Woman","Black","Music"
"Man","White","Music"
"Man","White","Music"
"Man","White","Music"
"Man","Black","Music"
"Man","Black","Music"
"Woman","White","Music"
"Man","Black","Music"
"Man","White","Music"
"Man","Black","Music"
"Woman","White","Music"
"Man","Black","Music"
"Man","White","Music"
"Man","White","Music"
"Man","Black","Music"
"Man","Black","Music"
"Man","White","Music"
"Woman","Latinx","Music"
"Man","Latinx","Music"
"Man","Latinx","Music"
"Man","White","Music"
"Man","White","Music"
"Man","Black","Music"
"Man","Asian","Music"
"Man","White","Music"
"Man","Black","Music"
"Man","Black","Music"
"Man","Black","Music"
"Man","Black","Music"
"Man","White","Music"
"Woman","White","Music"
"Man","White","Music"
"Woman","White","Music"
"Man","White","Music"
"Man","Black","Music"
"Man","White","Music"
"Man","White","Music"
"Man","White","Music"
"Man","Black","Music"
"Man","Latinx","Music"
"Man","Latinx","Music"
"Man","Latinx","Music"
"Man","Black","Music"
"Man","Black","Music"
"Woman","Black","Music"
"Man","White","Music"
"Man","Black","Music"
"Man","Black","Music"
"Man","Black","Music"
"Man","Black","Music"
"Woman","White","Music"
"Man","White","Music"
"Man","White","Music"
"Man","Asian","Music"
"Woman","Black","Music"
"Man","Black","Music"
"Man","Black","Music"
"Man","White","Music"
"Man","Black","Music"
"Man","Black","Music"
"Man","Asian","Music"
"Man","Black","Music"
"Man","White","Music"
"Man","White","Music"
"Man","White","Music"
"Woman","Black","Music"
"Man","White","Music"
"Woman","Black","Music"
"Man","Black","Music"
"Man","Black","Music"
"Woman","White","Music"
"Man","White","Music"
"Man","White","Music"
"Man","White","Music"
"Man","Black","Music"
"Man","White","Music"
"Man","Black","Music"
"Man","White","Music"
"Woman","White","Music"
"Woman","Black","Music"
"Man","White","Music"
"Man","White","Music"
"Man","Black","Music"
"Man","Black","Music"
"Man","White","Music"
"Man","White","Music"
"Man","Black","Music"
"Man","White","Music"
"Woman","White","Music"
"Man","Black","Music"
"Woman","White","Music"
"Man","Black","Music"
"Woman","Black","Music"
"Man","Black","Music"
"Man","White","Music"
"Man","Black","Music"
"Man","White","Music"
"Man","White","Music"
